generation,count,is_initialized,f_proxy_scalar,g_al_proxy,lam,mu,al_pen_proxy,g_al_min,g_al_max,g_al_std,n_feasible_parents,pen_to_f_ratio,n_proxy_set,proxy_front_only,proxy_g_quantile
447,210,True,0.7749562083214286,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.26103082719419,24,0.002484316334533359,24,True,0.75
448,211,True,0.7749562095119048,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.26103082719419,24,0.002484316334533359,24,True,0.75
449,212,True,0.7749571043928571,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.25980500948838,24,0.002484316334533359,24,True,0.75
450,213,True,0.7749560091547618,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.26706377458887,24,0.002484316334533359,24,True,0.75
451,214,True,0.7749401567738095,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.9222353842810662,19.293420893352444,24,0.002484316334533359,24,True,0.75
452,215,True,0.7749416210595238,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-72.32631354277146,0.07231224953420679,19.236144271303047,24,0.002484316334533359,24,True,0.75
453,216,True,0.7748751139166666,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.406680312749163,24,0.002484316334571269,24,True,0.75
454,217,True,0.7748751139166666,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.406680312749163,24,0.002484316334571269,24,True,0.75
455,218,True,0.774841248797619,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.420255027079936,24,0.002484316334571269,24,True,0.75
456,219,True,0.774841248797619,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.420255027079936,24,0.002484316334571269,24,True,0.75
457,220,True,0.7704284155833333,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.478684301071002,24,0.002484316334571269,24,True,0.75
458,221,True,0.7704284155833333,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.478684301071002,24,0.002484316334571269,24,True,0.75
459,222,True,0.7704280393928572,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.48278243290149,24,0.002484316334571269,24,True,0.75
460,223,True,0.7704280393928572,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.48278243290149,24,0.002484316334571269,24,True,0.75
461,224,True,0.7704280393928572,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.48278243290149,24,0.002484316334571269,24,True,0.75
462,225,True,0.7704280393928572,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.48278243290149,24,0.002484316334571269,24,True,0.75
463,226,True,0.7704246334404763,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,20.458595991123968,24,0.002484316334571269,24,True,0.75
464,227,True,0.7703955310595237,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,19.469015960666606,24,0.002484316334571269,24,True,0.75
465,228,True,0.7703955310595237,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,19.469015960666606,24,0.002484316334571269,24,True,0.75
466,229,True,0.7703029870119048,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.07231224953420679,19.451264611336175,24,0.002484316334571269,24,True,0.75
467,230,True,0.7757845120119047,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.43661579203126166,19.498996323439965,24,0.002484316334571269,24,True,0.75
468,231,True,0.7757789298690477,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.43661579203126166,19.561566477210043,24,0.002484680244686276,24,True,0.75
469,232,True,0.7757891715357145,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.43661579203126166,19.592802860352087,24,0.002484680244686276,24,True,0.75
470,233,True,0.7757899067738098,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.43661579203126166,19.57724658831223,24,0.002484680244686276,24,True,0.75
471,234,True,0.775786403202381,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-73.97216883763804,0.43661579203126166,19.519594940584163,24,0.0024849066072426917,24,True,0.75
472,235,True,0.7757940258214285,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-62.860640034080006,0.43661579203126166,18.067891771416267,24,0.0024849066072426917,24,True,0.75
473,236,True,0.7747561666785715,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-62.860640034080006,0.43661579203126166,18.074357905181127,24,0.0024849066072426917,24,True,0.75
474,237,True,0.7747537035833334,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-62.860640034080006,0.43661579203126166,18.017411288384974,24,0.0024849066072426917,24,True,0.75
475,238,True,0.7747618763928572,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-62.860640034080006,0.43661579203126166,18.089337827340234,24,0.0024849066072426917,24,True,0.75
476,239,True,0.7747531930595238,[-1.3857148270202515],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.82705900809385,24,0.0024849066072426917,24,True,0.75
477,240,True,0.77475269425,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.815205446047397,24,0.002484906607204773,24,True,0.75
478,241,True,0.77475269425,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.815205446047397,24,0.002484906607204773,24,True,0.75
479,242,True,0.7747481323452382,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.864831605536462,24,0.002484906607204773,24,True,0.75
480,243,True,0.7747983406785716,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.864831605536462,24,0.002484906607204773,24,True,0.75
481,244,True,0.7747983406785716,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.864831605536462,24,0.002484906607204773,24,True,0.75
482,245,True,0.7747965406785714,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.838499737594255,24,0.002484906607204773,24,True,0.75
483,246,True,0.7747964454404762,[-1.3857148270096786],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.838499737598408,24,0.002484906607204773,24,True,0.75
484,247,True,0.7747970716309526,[-0.5957786338786946],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.87754357080325,24,0.00045933780588041593,24,True,0.75
485,248,True,0.7747970716309526,[-0.5957786338786946],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.87754357080325,24,0.00045933780588041593,24,True,0.75
486,249,True,0.7747970716309526,[-0.5957786338786946],[0.0],[0.001183444063231105],0.0,-60.722086302886964,0.43661579203126166,17.87754357080325,24,0.00045933780588041593,24,True,0.75
487,250,True,0.7747961275833334,[-0.5957786338786946],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.453317687138068,24,0.00045933780588041593,24,True,0.75
488,251,True,0.7747947918690476,[-0.5957786339104132],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.49860161308522,24,0.00045933780592932527,24,True,0.75
489,252,True,0.7747948406785715,[-0.5957786339104132],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.502890966032602,24,0.00045933780592932527,24,True,0.75
490,253,True,0.7747986644880953,[-0.5957786339104132],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.51213054922485,24,0.00045933780592932527,24,True,0.75
491,254,True,0.7747619447976192,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.507135302701947,24,0.0005073633115929593,24,True,0.75
492,255,True,0.7747617245595239,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.50284147359299,24,0.0005073633115929593,24,True,0.75
493,256,True,0.7747617245595239,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.50284147359299,24,0.0005073633115929593,24,True,0.75
494,257,True,0.7747535864642857,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.513866752739606,24,0.0005073633115929593,24,True,0.75
495,258,True,0.7747535864642857,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,19.513866752739606,24,0.0005073633115929593,24,True,0.75
496,259,True,0.7747623781309524,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,20.598221110149538,24,0.0005073633115929593,24,True,0.75
497,260,True,0.7675926715119048,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,22.30942976179162,24,0.0005073633115929593,24,True,0.75
498,261,True,0.7757705262738096,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.60559570001305,0.43661579203126166,21.060210080844577,24,0.0005073633115929593,24,True,0.75
499,262,True,0.7757698203214286,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.60559570001305,0.43661579203126166,21.079344197244797,24,0.0005073633115929593,24,True,0.75
500,263,True,0.7757487536547619,[-0.6261499614191735],[0.0],[0.001183444063231105],0.0,-74.73230813042255,0.43661579203126166,21.010983835251814,24,0.0005073633115929593,24,True,0.75
